Peak1,Peak2,coaccess
chr1-40360898-40361445,chr1-41804335-41805357,0.3913554534702363
chr1-40360898-40361445,chr4-2722320-2723228,0.8794218245356558
chr1-40360898-40361445,chr4-17689088-17690365,0.8926423272813546
chr1-40360898-40361445,chr4-45166109-45168066,0.8913818105095372
chr1-40360898-40361445,chr4-5657693-5658651,0.5232999675325486
chr1-40360898-40361445,chr1-34248585-34249569,0.5089491247742151
chr1-40360898-40361445,chr4-17045907-17047090,0.8356819605255672
chr1-40360898-40361445,chr3-44669391-44671134,0.47149010463889995
chr1-40360898-40361445,chr2-36156028-36156861,0.5052813389458725
chr1-40360898-40361445,chr5-33872680-33873403,0.7281902143934575
chr1-40360898-40361445,chr1-15677069-15679022,0.6810359880379864
chr1-40360898-40361445,chr5-40010202-40011498,0.5646845512567271
chr1-40360898-40361445,chr2-11889464-11889710,0.7101715156087811
chr1-39503931-39505523,chr5-44750190-44751562,0.6571000883001359
chr1-39503931-39505523,chr2-43801198-43802654,0.5561598430708484
chr1-39503931-39505523,chr1-36427853-36429219,0.8183853900578664
chr1-39503931-39505523,chr3-46238927-46239597,0.6178027352619314
chr1-39503931-39505523,chr2-2344027-2344958,0.3373203309871301
chr1-39503931-39505523,chr5-14021573-14023390,0.4799124471375064
chr1-39503931-39505523,chr1-8468810-8469862,0.8007752237584689
chr1-39503931-39505523,chr2-26301054-26302494,0.5505463564099022
chr1-39503931-39505523,chr3-29267184-29268868,0.36260394777926974
chr1-39503931-39505523,chr2-26329097-26329379,0.6091325671745572
chr1-39503931-39505523,chr1-29818516-29819817,0.40719388507188725
chr1-39503931-39505523,chr4-45166109-45168066,0.8777041405476105
chr1-39503931-39505523,chr3-39720111-39721077,0.7660888642233818
chr1-39503931-39505523,chr5-47963540-47964317,0.854536235138168
chr1-39503931-39505523,chr3-33843745-33845276,0.5333976075078208
chr1-39503931-39505523,chr4-5657693-5658651,0.6061808698779025
chr1-39503931-39505523,chr5-28696003-28696340,0.7039757162642075
chr1-39503931-39505523,chr3-49566364-49567235,0.6136530218662705
chr1-39503931-39505523,chr2-36156028-36156861,0.7104801389739126
chr1-39503931-39505523,chr2-16428653-16429398,0.3750623890214591
chr1-40617335-40618463,chr5-44368581-44368838,0.420194646267146
chr1-40617335-40618463,chr5-44750190-44751562,0.4124845616921467
chr1-40617335-40618463,chr5-37892874-37893837,0.3135403120481787
chr1-40617335-40618463,chr2-43801198-43802654,0.3805343421227885
chr1-40617335-40618463,chr1-39673354-39674589,0.3158009452913301
chr1-40617335-40618463,chr4-47203547-47204119,0.5905581977154925
chr1-40617335-40618463,chr2-42241273-42242812,0.38491155387040604
chr1-40617335-40618463,chr2-2344027-2344958,0.44023582672888184
chr1-40617335-40618463,chr5-25244264-25245203,0.48996109590549636
chr1-40617335-40618463,chr1-22288948-22290895,0.34425833053975874
chr1-40617335-40618463,chr1-13460255-13461717,0.8848626683839496
chr1-40617335-40618463,chr1-8468810-8469862,0.821494748530949
chr1-40617335-40618463,chr5-32657524-32658400,0.5017450793350194
chr1-40617335-40618463,chr2-26329097-26329379,0.4161501772106264
chr1-40617335-40618463,chr5-47963540-47964317,0.588074837658837
chr1-40617335-40618463,chr4-30367077-30368606,0.5047726726154274
chr1-40617335-40618463,chr1-11320855-11322413,0.5857797548798719
chr1-40617335-40618463,chr1-34248585-34249569,0.45613635509310446
chr1-40617335-40618463,chr4-17045907-17047090,0.6247744033212017
chr1-40617335-40618463,chr5-49458273-49460270,0.7451042558329912
chr1-40617335-40618463,chr3-7549546-7551521,0.8440578645864967
chr1-40617335-40618463,chr3-44669391-44671134,0.7419272870699887
chr1-40617335-40618463,chr4-43971495-43972594,0.7152889351803255
chr1-40617335-40618463,chr2-36156028-36156861,0.3371613529234998
chr1-40617335-40618463,chr2-11889464-11889710,0.7441812651289965
chr5-44368581-44368838,chr5-44750190-44751562,0.7736760511439107
chr5-44368581-44368838,chr5-13842659-13844109,0.8106508458471762
chr5-44368581-44368838,chr3-46238927-46239597,0.776677777240704
chr5-44368581-44368838,chr1-39673354-39674589,0.5505975496433465
chr5-44368581-44368838,chr2-48196943-48198110,0.47630138325475624
chr5-44368581-44368838,chr2-2344027-2344958,0.6472115424194902
chr5-44368581-44368838,chr1-22288948-22290895,0.4691527502711952
chr5-44368581-44368838,chr5-21088365-21090135,0.6794472066371386
chr5-44368581-44368838,chr3-30933823-30934731,0.43420943470846074
chr5-44368581-44368838,chr2-26301054-26302494,0.5068771910378097
chr5-44368581-44368838,chr5-32657524-32658400,0.39830221755061296
chr5-44368581-44368838,chr1-29818516-29819817,0.7590280512391208
chr5-44368581-44368838,chr3-40113388-40114304,0.3004364790430615
chr5-44368581-44368838,chr1-31061031-31061264,0.823329335542609
chr5-44368581-44368838,chr2-21112033-21112670,0.4009229294124109
chr5-44368581-44368838,chr3-39720111-39721077,0.6747106801247443
chr5-44368581-44368838,chr4-30367077-30368606,0.8695676217335953
chr5-44368581-44368838,chr2-7953757-7955315,0.634142589285364
chr5-44368581-44368838,chr1-34248585-34249569,0.5105231672366852
chr5-44368581-44368838,chr5-16734209-16734613,0.8287034519155179
chr5-44368581-44368838,chr3-7549546-7551521,0.6945561986585074
chr5-44368581-44368838,chr4-43971495-43972594,0.8708365110288814
chr5-44368581-44368838,chr1-27471618-27473036,0.4200403438348206
chr5-44368581-44368838,chr3-49566364-49567235,0.7001502327863331
chr5-44368581-44368838,chr3-42311634-42312862,0.887549093739614
chr5-44368581-44368838,chr2-17618153-17618886,0.4895211088138076
chr5-44368581-44368838,chr1-15677069-15679022,0.5789617544782933
chr5-44368581-44368838,chr2-11889464-11889710,0.3125330363012243
chr5-44368581-44368838,chr1-2222869-2223307,0.7447324924824468
chr4-40301804-40302675,chr5-44750190-44751562,0.3677847820539925
chr4-40301804-40302675,chr5-37892874-37893837,0.5888635322989508
chr4-40301804-40302675,chr5-13842659-13844109,0.30896036087500095
chr4-40301804-40302675,chr3-3373139-3374803,0.742787716677531
chr4-40301804-40302675,chr1-11986868-11988657,0.7265666883750748
chr4-40301804-40302675,chr3-46238927-46239597,0.35451930557496464
chr4-40301804-40302675,chr5-25244264-25245203,0.6346129232477498
chr4-40301804-40302675,chr1-22288948-22290895,0.48378123621647684
chr4-40301804-40302675,chr5-21088365-21090135,0.30525698591516837
chr4-40301804-40302675,chr1-20857417-20858440,0.30228020284374885
chr4-40301804-40302675,chr5-47136438-47137653,0.5419376454212492
chr4-40301804-40302675,chr1-8468810-8469862,0.6592863370821281
chr4-40301804-40302675,chr1-41804335-41805357,0.8091014123406837
chr4-40301804-40302675,chr4-2722320-2723228,0.45032490451337504
chr4-40301804-40302675,chr5-30702914-30704574,0.8181798040109363
chr4-40301804-40302675,chr4-14088862-14090157,0.37593900887612813
chr4-40301804-40302675,chr2-21112033-21112670,0.4660820067208158
chr4-40301804-40302675,chr3-20492730-20494259,0.6257289887046562
chr4-40301804-40302675,chr5-47963540-47964317,0.3410393419464126
chr4-40301804-40302675,chr4-30367077-30368606,0.4908542506222875
chr4-40301804-40302675,chr2-7953757-7955315,0.43386804923143174
chr4-40301804-40302675,chr3-33843745-33845276,0.5472560791638187
chr4-40301804-40302675,chr5-28696003-28696340,0.3338338242041234
chr4-40301804-40302675,chr4-17045907-17047090,0.4798320826876521
chr4-40301804-40302675,chr3-7549546-7551521,0.8412405260525424
chr4-40301804-40302675,chr1-27471618-27473036,0.4787641698766285
chr4-40301804-40302675,chr2-36156028-36156861,0.4446469833722485
chr5-44750190-44751562,chr5-37892874-37893837,0.5196954224778789
chr5-44750190-44751562,chr1-36427853-36429219,0.8271988454467303
chr5-44750190-44751562,chr2-3667867-3668742,0.857221862298166
chr5-44750190-44751562,chr3-30933823-30934731,0.47074774790152185
chr5-44750190-44751562,chr5-47136438-47137653,0.5887523874576686
chr5-44750190-44751562,chr2-26301054-26302494,0.8839556632928798
chr5-44750190-44751562,chr4-2722320-2723228,0.6678853372620006
chr5-44750190-44751562,chr5-32657524-32658400,0.7536874284938928
chr5-44750190-44751562,chr3-43258866-43259168,0.4890215227583296
chr5-44750190-44751562,chr1-34248585-34249569,0.5116420724609996
chr5-44750190-44751562,chr4-17045907-17047090,0.7019192137981582
chr5-44750190-44751562,chr3-26827438-26828398,0.5277696217499773
chr5-44750190-44751562,chr3-44669391-44671134,0.4285744504771468
chr5-44750190-44751562,chr3-42311634-42312862,0.758357462099011
chr5-44750190-44751562,chr2-17618153-17618886,0.33380943396282653
chr5-44750190-44751562,chr5-40010202-40011498,0.4720118767455663
chr5-44750190-44751562,chr1-2222869-2223307,0.6603855785273919
chr5-37892874-37893837,chr5-13842659-13844109,0.8330296258842254
chr5-37892874-37893837,chr1-36427853-36429219,0.50808297301461
chr5-37892874-37893837,chr1-11986868-11988657,0.5899285995690273
chr5-37892874-37893837,chr2-42241273-42242812,0.8839508426737135
chr5-37892874-37893837,chr2-2344027-2344958,0.3816636211108719
chr5-37892874-37893837,chr5-25244264-25245203,0.8727170131953559
chr5-37892874-37893837,chr3-46791733-46792891,0.5948557931901264
chr5-37892874-37893837,chr1-20857417-20858440,0.7993038998679153
chr5-37892874-37893837,chr2-21241658-21242734,0.7904710876043013
chr5-37892874-37893837,chr5-47136438-47137653,0.508091049022316
chr5-37892874-37893837,chr1-13460255-13461717,0.4197733536506191
chr5-37892874-37893837,chr1-24930984-24932306,0.3843437113756062
chr5-37892874-37893837,chr2-26329097-26329379,0.5275808030295954
chr5-37892874-37893837,chr4-43489277-43489925,0.8090880837098451
chr5-37892874-37893837,chr2-21112033-21112670,0.40330099764682575
chr5-37892874-37893837,chr3-39720111-39721077,0.7298618941863493
chr5-37892874-37893837,chr3-43258866-43259168,0.6270947736861203
chr5-37892874-37893837,chr3-33843745-33845276,0.7895454724244004
chr5-37892874-37893837,chr5-28696003-28696340,0.5858192299984146
chr5-37892874-37893837,chr1-34248585-34249569,0.706648193682561
chr5-37892874-37893837,chr5-16734209-16734613,0.3457888468750112
chr5-37892874-37893837,chr3-7549546-7551521,0.6665568485227538
chr5-37892874-37893837,chr2-17618153-17618886,0.679214698604428
chr5-37892874-37893837,chr2-16428653-16429398,0.5916190401519251
chr5-13842659-13844109,chr1-11986868-11988657,0.8058864529410172
chr5-13842659-13844109,chr3-46238927-46239597,0.32324771937742
chr5-13842659-13844109,chr1-39673354-39674589,0.7716730605917226
chr5-13842659-13844109,chr4-47203547-47204119,0.5988658624632932
chr5-13842659-13844109,chr2-2344027-2344958,0.3339916432070885
chr5-13842659-13844109,chr1-22288948-22290895,0.42340542829917854
chr5-13842659-13844109,chr5-23903535-23904659,0.6354756112347562
chr5-13842659-13844109,chr5-21088365-21090135,0.8160256847129401
chr5-13842659-13844109,chr2-21241658-21242734,0.5182014590538365
chr5-13842659-13844109,chr1-13460255-13461717,0.33643715347064673
chr5-13842659-13844109,chr1-8468810-8469862,0.766186520968409
chr5-13842659-13844109,chr2-26301054-26302494,0.4998991425291549
chr5-13842659-13844109,chr1-41804335-41805357,0.5920591964472676
chr5-13842659-13844109,chr4-2722320-2723228,0.35872620175202874
chr5-13842659-13844109,chr4-14088862-14090157,0.5292053491705184
chr5-13842659-13844109,chr3-26827438-26828398,0.5999508003375911
chr5-13842659-13844109,chr4-43971495-43972594,0.3027866919027904
chr5-13842659-13844109,chr1-27471618-27473036,0.8533868159492448
chr5-13842659-13844109,chr3-49566364-49567235,0.38224465274730335
chr5-13842659-13844109,chr5-8904069-8905805,0.860305376421914
chr5-13842659-13844109,chr5-33872680-33873403,0.46838207120660236
chr3-3373139-3374803,chr2-43801198-43802654,0.8135411780522361
chr3-3373139-3374803,chr1-36427853-36429219,0.5175328174140725
chr3-3373139-3374803,chr4-47203547-47204119,0.476641201917956
chr3-3373139-3374803,chr5-21088365-21090135,0.7247699009678342
chr3-3373139-3374803,chr1-8468810-8469862,0.6379331673641269
chr3-3373139-3374803,chr1-24930984-24932306,0.8458208132317517
chr3-3373139-3374803,chr1-41804335-41805357,0.3535960239722667
chr3-3373139-3374803,chr2-26329097-26329379,0.44955866371088193
chr3-3373139-3374803,chr1-29818516-29819817,0.30060254465222447
chr3-3373139-3374803,chr1-31061031-31061264,0.7986318519505142
chr3-3373139-3374803,chr4-17689088-17690365,0.4574060285692087
chr3-3373139-3374803,chr4-45166109-45168066,0.760848967735376
chr3-3373139-3374803,chr3-39720111-39721077,0.5934017774768957
chr3-3373139-3374803,chr2-7953757-7955315,0.769716727413902
chr3-3373139-3374803,chr3-44669391-44671134,0.5931108275561592
chr3-3373139-3374803,chr4-43971495-43972594,0.5802128677008893
chr3-3373139-3374803,chr1-27471618-27473036,0.6457244262286943
chr3-3373139-3374803,chr3-49566364-49567235,0.8049863062734988
chr3-3373139-3374803,chr5-33872680-33873403,0.5709612708445997
chr3-3373139-3374803,chr1-15677069-15679022,0.6943969958861875
chr3-3373139-3374803,chr5-40010202-40011498,0.5905756038221914
chr3-3373139-3374803,chr2-11889464-11889710,0.34690939331027437
chr3-3373139-3374803,chr1-2222869-2223307,0.7838958015961084
chr2-43801198-43802654,chr5-25244264-25245203,0.37589210667382333
chr2-43801198-43802654,chr5-23903535-23904659,0.4017960997710439
chr2-43801198-43802654,chr2-26301054-26302494,0.3872703312625071
chr2-43801198-43802654,chr3-29267184-29268868,0.8286267801058003
chr2-43801198-43802654,chr3-40113388-40114304,0.374698683188883
chr2-43801198-43802654,chr4-43489277-43489925,0.6905483014262952
chr2-43801198-43802654,chr1-31061031-31061264,0.6964045116701638
chr2-43801198-43802654,chr4-17689088-17690365,0.8762945684553545
chr2-43801198-43802654,chr4-45166109-45168066,0.5930190262716586
chr2-43801198-43802654,chr1-11320855-11322413,0.777586613255101
chr2-43801198-43802654,chr1-34248585-34249569,0.4183500876478059
chr2-43801198-43802654,chr5-49458273-49460270,0.8666181547683094
chr2-43801198-43802654,chr3-44669391-44671134,0.8514762224695249
chr2-43801198-43802654,chr5-33872680-33873403,0.7580829355999825
chr2-43801198-43802654,chr1-15677069-15679022,0.4595610488488183
chr2-43801198-43802654,chr5-40010202-40011498,0.7195751701505358
chr1-36427853-36429219,chr2-48196943-48198110,0.8476157790220016
chr1-36427853-36429219,chr3-46791733-46792891,0.33520073509589815
chr1-36427853-36429219,chr5-23903535-23904659,0.638354588460389
chr1-36427853-36429219,chr2-21241658-21242734,0.833580522823651
chr1-36427853-36429219,chr5-47136438-47137653,0.8188736033930057
chr1-36427853-36429219,chr2-26301054-26302494,0.7844380904011998
chr1-36427853-36429219,chr1-24930984-24932306,0.8334791559817638
chr1-36427853-36429219,chr3-40113388-40114304,0.4837015094199163
chr1-36427853-36429219,chr2-21112033-21112670,0.4623478239460894
chr1-36427853-36429219,chr3-33843745-33845276,0.8661528417495186
chr1-36427853-36429219,chr1-11320855-11322413,0.726179864481002
chr1-36427853-36429219,chr2-13836402-13836682,0.8958256516849776
chr1-36427853-36429219,chr5-28696003-28696340,0.5188139794548328
chr1-36427853-36429219,chr5-49458273-49460270,0.634212095181993
chr1-36427853-36429219,chr5-16734209-16734613,0.6435532561711532
chr1-36427853-36429219,chr3-26827438-26828398,0.3404787864811777
chr1-36427853-36429219,chr3-44669391-44671134,0.8113664669206282
chr1-36427853-36429219,chr5-33872680-33873403,0.4810390910121941
chr1-36427853-36429219,chr5-40010202-40011498,0.7229609994420079
chr1-36427853-36429219,chr2-11889464-11889710,0.44771232883524165
chr1-36427853-36429219,chr1-2222869-2223307,0.609234867430764
chr1-11986868-11988657,chr3-46238927-46239597,0.3001924962515406
chr1-11986868-11988657,chr2-48196943-48198110,0.32801332577326775
chr1-11986868-11988657,chr5-25244264-25245203,0.5365578594106946
chr1-11986868-11988657,chr1-22288948-22290895,0.8371820555242893
chr1-11986868-11988657,chr1-20857417-20858440,0.46814874953835817
chr1-11986868-11988657,chr1-8468810-8469862,0.7421014530144716
chr1-11986868-11988657,chr2-26301054-26302494,0.5738599162198015
chr1-11986868-11988657,chr2-26329097-26329379,0.31699133995099316
chr1-11986868-11988657,chr4-43489277-43489925,0.4690737844315326
chr1-11986868-11988657,chr1-31061031-31061264,0.48179569981272896
chr1-11986868-11988657,chr3-39720111-39721077,0.5703095218238924
chr1-11986868-11988657,chr5-47963540-47964317,0.8370080985906989
chr1-11986868-11988657,chr3-43258866-43259168,0.7832528863829875
chr1-11986868-11988657,chr5-28696003-28696340,0.7715611685470439
chr1-11986868-11988657,chr1-34248585-34249569,0.5698057865766055
chr1-11986868-11988657,chr4-17045907-17047090,0.8567444961688142
chr1-11986868-11988657,chr3-7549546-7551521,0.8384166128165602
chr1-11986868-11988657,chr3-26827438-26828398,0.5483745131109895
chr1-11986868-11988657,chr4-43971495-43972594,0.73111672022859
chr1-11986868-11988657,chr1-27471618-27473036,0.5518740601998569
chr1-11986868-11988657,chr3-42311634-42312862,0.520322446104696
chr1-11986868-11988657,chr2-16428653-16429398,0.5767616808597633
chr1-11986868-11988657,chr5-40010202-40011498,0.7706800748201287
chr1-11986868-11988657,chr1-2222869-2223307,0.7030556170030119
chr3-46238927-46239597,chr4-47203547-47204119,0.7184984110332324
chr3-46238927-46239597,chr3-46791733-46792891,0.5045243884883318
chr3-46238927-46239597,chr5-14021573-14023390,0.5337447511066048
chr3-46238927-46239597,chr1-20857417-20858440,0.8368666107439671
chr3-46238927-46239597,chr5-30702914-30704574,0.7058814266430277
chr3-46238927-46239597,chr5-32657524-32658400,0.4147366330523386
chr3-46238927-46239597,chr1-18864557-18864757,0.556634174533869
chr3-46238927-46239597,chr3-20492730-20494259,0.7697937026907375
chr3-46238927-46239597,chr4-17689088-17690365,0.4486494629532043
chr3-46238927-46239597,chr3-33843745-33845276,0.3803426104650272
chr3-46238927-46239597,chr1-11320855-11322413,0.6585982750996142
chr3-46238927-46239597,chr1-34248585-34249569,0.8548394178332146
chr3-46238927-46239597,chr5-16734209-16734613,0.5347757274794245
chr3-46238927-46239597,chr3-7549546-7551521,0.6366910395655219
chr3-46238927-46239597,chr2-36156028-36156861,0.7852690142030092
chr3-46238927-46239597,chr2-17618153-17618886,0.3722134380502716
chr3-46238927-46239597,chr5-8904069-8905805,0.37317349605739336
chr3-46238927-46239597,chr5-40010202-40011498,0.6958455326434729
chr3-46238927-46239597,chr3-10818159-10819955,0.8004092621162564
chr1-39673354-39674589,chr2-48196943-48198110,0.3439914673986133
chr1-39673354-39674589,chr2-42241273-42242812,0.30165390659852587
chr1-39673354-39674589,chr3-46791733-46792891,0.8833343694717901
chr1-39673354-39674589,chr5-14021573-14023390,0.46365727331822604
chr1-39673354-39674589,chr1-20857417-20858440,0.6632800999643091
chr1-39673354-39674589,chr2-21241658-21242734,0.3926095486981004
chr1-39673354-39674589,chr5-47136438-47137653,0.6206860236070135
chr1-39673354-39674589,chr2-26329097-26329379,0.6259324444491137
chr1-39673354-39674589,chr1-29818516-29819817,0.4111794236345878
chr1-39673354-39674589,chr1-18864557-18864757,0.6773354915045294
chr1-39673354-39674589,chr4-43489277-43489925,0.8447476932755191
chr1-39673354-39674589,chr2-7953757-7955315,0.45394245121289134
chr1-39673354-39674589,chr2-13836402-13836682,0.4068229792974162
chr1-39673354-39674589,chr1-34248585-34249569,0.387208887658767
chr1-39673354-39674589,chr5-49458273-49460270,0.5635729678974637
chr1-39673354-39674589,chr3-44669391-44671134,0.3530428163442758
chr1-39673354-39674589,chr1-27471618-27473036,0.8627898650320032
chr1-39673354-39674589,chr2-17618153-17618886,0.5293545103927427
chr1-39673354-39674589,chr5-8904069-8905805,0.8266068998038159
chr2-48196943-48198110,chr2-42241273-42242812,0.768060688438156
chr2-48196943-48198110,chr5-25244264-25245203,0.8350978039039985
chr2-48196943-48198110,chr3-30933823-30934731,0.4767777387712384
chr2-48196943-48198110,chr2-26301054-26302494,0.32111771665993505
chr2-48196943-48198110,chr5-32657524-32658400,0.7977342056757801
chr2-48196943-48198110,chr3-40113388-40114304,0.6688682424075826
chr2-48196943-48198110,chr4-43489277-43489925,0.4077212448307899
chr2-48196943-48198110,chr4-14088862-14090157,0.7286275039084341
chr2-48196943-48198110,chr4-45166109-45168066,0.3400431887326278
chr2-48196943-48198110,chr4-30367077-30368606,0.7757748936361286
chr2-48196943-48198110,chr2-7953757-7955315,0.6483454054256423
chr2-48196943-48198110,chr1-11320855-11322413,0.35825606664586895
chr2-48196943-48198110,chr5-28696003-28696340,0.46318623581713325
chr2-48196943-48198110,chr5-49458273-49460270,0.6695636817074242
chr2-48196943-48198110,chr3-26827438-26828398,0.8980659652207377
chr2-48196943-48198110,chr3-44669391-44671134,0.6222742118328166
chr2-48196943-48198110,chr5-33872680-33873403,0.42300542917444794
chr2-48196943-48198110,chr2-16428653-16429398,0.5609285865099016
chr2-48196943-48198110,chr1-15677069-15679022,0.8950653912650817
chr2-48196943-48198110,chr3-10818159-10819955,0.4254408330641667
chr4-47203547-47204119,chr2-3667867-3668742,0.8002742864761714
chr4-47203547-47204119,chr2-2344027-2344958,0.8820508798099249
chr4-47203547-47204119,chr1-22288948-22290895,0.48802417833639034
chr4-47203547-47204119,chr1-20857417-20858440,0.3698000503982259
chr4-47203547-47204119,chr1-29818516-29819817,0.494904595893887
chr4-47203547-47204119,chr4-43489277-43489925,0.5322108727139139
chr4-47203547-47204119,chr1-31061031-31061264,0.5979182331015023
chr4-47203547-47204119,chr3-20492730-20494259,0.6652563120184272
chr4-47203547-47204119,chr3-33843745-33845276,0.4806228921053812
chr4-47203547-47204119,chr1-11320855-11322413,0.334945497733365
chr4-47203547-47204119,chr3-26827438-26828398,0.6509462224721321
chr4-47203547-47204119,chr2-36156028-36156861,0.3087199210821139
chr4-47203547-47204119,chr2-17618153-17618886,0.4500346289035789
chr4-47203547-47204119,chr2-16428653-16429398,0.30523152624471533
chr4-47203547-47204119,chr3-10818159-10819955,0.6999802445092753
chr2-3667867-3668742,chr2-2344027-2344958,0.5888247916096689
chr2-3667867-3668742,chr5-14021573-14023390,0.8188073904966391
chr2-3667867-3668742,chr1-13460255-13461717,0.7629872776691162
chr2-3667867-3668742,chr2-26301054-26302494,0.8013831643782052
chr2-3667867-3668742,chr1-24930984-24932306,0.7256640105351997
chr2-3667867-3668742,chr1-41804335-41805357,0.6662162098739244
chr2-3667867-3668742,chr5-32657524-32658400,0.6589895453415389
chr2-3667867-3668742,chr2-26329097-26329379,0.7473325122968344
chr2-3667867-3668742,chr1-29818516-29819817,0.7546866206603975
chr2-3667867-3668742,chr3-40113388-40114304,0.7669751908803413
chr2-3667867-3668742,chr2-21112033-21112670,0.41624019531788525
chr2-3667867-3668742,chr4-30367077-30368606,0.8833403194535565
chr2-3667867-3668742,chr2-7953757-7955315,0.7330101955186692
chr2-3667867-3668742,chr4-5657693-5658651,0.5370662133971693
chr2-3667867-3668742,chr5-28696003-28696340,0.8111024219111329
chr2-3667867-3668742,chr1-27471618-27473036,0.708268791601474
chr2-3667867-3668742,chr2-17618153-17618886,0.5915940889179279
chr2-3667867-3668742,chr2-11889464-11889710,0.4396425774881978
chr2-3667867-3668742,chr3-10818159-10819955,0.5848443843482649
chr2-42241273-42242812,chr5-25244264-25245203,0.3666884729224347
chr2-42241273-42242812,chr5-14021573-14023390,0.49860719326229685
chr2-42241273-42242812,chr1-24930984-24932306,0.3359907494997746
chr2-42241273-42242812,chr1-41804335-41805357,0.43599157445802594
chr2-42241273-42242812,chr4-2722320-2723228,0.566632548179745
chr2-42241273-42242812,chr5-30702914-30704574,0.8550543405422661
chr2-42241273-42242812,chr4-43489277-43489925,0.5921720580837802
chr2-42241273-42242812,chr1-31061031-31061264,0.48446530036669433
chr2-42241273-42242812,chr5-47963540-47964317,0.3475646867816669
chr2-42241273-42242812,chr1-11320855-11322413,0.554863800393888
chr2-42241273-42242812,chr4-5657693-5658651,0.5476445639900871
chr2-42241273-42242812,chr2-13836402-13836682,0.5294732290721829
chr2-42241273-42242812,chr5-28696003-28696340,0.7852377208701913
chr2-42241273-42242812,chr1-34248585-34249569,0.5032249570489418
chr2-42241273-42242812,chr3-44669391-44671134,0.5464139737825604
chr2-42241273-42242812,chr3-42311634-42312862,0.500832615574868
chr2-42241273-42242812,chr5-8904069-8905805,0.5674976097410145
chr2-42241273-42242812,chr2-11889464-11889710,0.32779369500706884
chr2-42241273-42242812,chr1-2222869-2223307,0.31632490800683255
chr2-2344027-2344958,chr5-25244264-25245203,0.8467161173683118
chr2-2344027-2344958,chr5-47136438-47137653,0.5519449747572325
chr2-2344027-2344958,chr1-24930984-24932306,0.6931394617216697
chr2-2344027-2344958,chr5-32657524-32658400,0.5104257280023341
chr2-2344027-2344958,chr4-43489277-43489925,0.414173523423354
chr2-2344027-2344958,chr3-20492730-20494259,0.4894654985620013
chr2-2344027-2344958,chr4-30367077-30368606,0.8565098301555303
chr2-2344027-2344958,chr4-5657693-5658651,0.6281630683201034
chr2-2344027-2344958,chr4-17045907-17047090,0.8619225463943438
chr2-2344027-2344958,chr3-26827438-26828398,0.41771802988816087
chr2-2344027-2344958,chr2-17618153-17618886,0.6309166867607222
chr2-2344027-2344958,chr5-8904069-8905805,0.5750094587348669
chr2-2344027-2344958,chr2-16428653-16429398,0.3983973248188459
chr2-2344027-2344958,chr5-40010202-40011498,0.4768670263531303
chr2-2344027-2344958,chr2-11889464-11889710,0.4783762343791408
chr5-25244264-25245203,chr5-21088365-21090135,0.34834581626592476
chr5-25244264-25245203,chr1-8468810-8469862,0.8240911375808768
chr5-25244264-25245203,chr1-41804335-41805357,0.5449089106470667
chr5-25244264-25245203,chr3-40113388-40114304,0.5677970933900522
chr5-25244264-25245203,chr3-20492730-20494259,0.4346274640113115
chr5-25244264-25245203,chr2-7953757-7955315,0.8736652010088715
chr5-25244264-25245203,chr5-16734209-16734613,0.6629840100402513
chr5-25244264-25245203,chr4-43971495-43972594,0.45948420414496927
chr5-25244264-25245203,chr1-27471618-27473036,0.6890306514002522
chr5-25244264-25245203,chr3-42311634-42312862,0.5058549699544895
chr5-25244264-25245203,chr2-16428653-16429398,0.8508112685072751
chr3-46791733-46792891,chr1-22288948-22290895,0.802852385214559
chr3-46791733-46792891,chr5-21088365-21090135,0.894529179614177
chr3-46791733-46792891,chr5-14021573-14023390,0.8531625755846088
chr3-46791733-46792891,chr3-30933823-30934731,0.5627508358933941
chr3-46791733-46792891,chr1-20857417-20858440,0.8474712850217532
chr3-46791733-46792891,chr2-21241658-21242734,0.703859084333375
chr3-46791733-46792891,chr2-26301054-26302494,0.5330403761705452
chr3-46791733-46792891,chr2-26329097-26329379,0.4370632165195474
chr3-46791733-46792891,chr1-31061031-31061264,0.39973288962601783
chr3-46791733-46792891,chr4-14088862-14090157,0.5809857851060949
chr3-46791733-46792891,chr4-45166109-45168066,0.4630637861663509
chr3-46791733-46792891,chr3-39720111-39721077,0.6060153396061363
chr3-46791733-46792891,chr5-47963540-47964317,0.7774104869335287
chr3-46791733-46792891,chr3-43258866-43259168,0.5852360554951794
chr3-46791733-46792891,chr2-7953757-7955315,0.6521122674760109
chr3-46791733-46792891,chr1-11320855-11322413,0.7959376781667996
chr3-46791733-46792891,chr2-13836402-13836682,0.6011188095869147
chr3-46791733-46792891,chr5-28696003-28696340,0.8490673580119312
chr3-46791733-46792891,chr5-49458273-49460270,0.8583875488364958
chr3-46791733-46792891,chr5-16734209-16734613,0.5704479842755943
chr3-46791733-46792891,chr1-27471618-27473036,0.6705817561097185
chr3-46791733-46792891,chr3-49566364-49567235,0.732346503667671
chr3-46791733-46792891,chr1-15677069-15679022,0.6186623875900379
chr3-46791733-46792891,chr5-40010202-40011498,0.6936182775959169
chr3-46791733-46792891,chr1-2222869-2223307,0.44819944780321175
chr1-22288948-22290895,chr4-2722320-2723228,0.6247608285168109
chr1-22288948-22290895,chr5-32657524-32658400,0.766701099609663
chr1-22288948-22290895,chr1-29818516-29819817,0.3977707634552054
